,Tweets,Date,Likes,RTs,Orchestrate
3097,"@cnni 
In the end global markets like stability and consistency. While CCP is brutal, repressive, and authoritarian… https://t.co/luVPkYCMg5",2022-11-29 04:06:04+00:00,0,0,0
3098,"@notmachomandalf @sarajevo_detour @timurkuran If you're not a CCP troll or bot, you could be. Maybe consider going… https://t.co/a27B76bCvM",2022-11-29 04:05:59+00:00,0,0,0
3099,"@RepSwalwell @KariLake @RubenGallego Hey Eric, remember when you gave away state secrets to the CCP while sleeping… https://t.co/TtAJfwuqwk",2022-11-29 04:05:52+00:00,0,0,0
3100,@washingtonpost Apple does whatever the CCP wants.  Of course Apple is against free speech on the Internet.  It is… https://t.co/KvaUPNZsRt,2022-11-29 04:05:49+00:00,0,0,1
3101,"@gamertime58 Some of the protestors I’ve seen think they can redemocratise the CCP etc, i don’t share that view but… https://t.co/yNKPsyIXWj",2022-11-29 04:05:47+00:00,1,0,0
3102,@elonmusk @tim_cook I’m pretty sure right now @tim_cook is focused on crushing dissent on behalf of the CCP and licking Xi’a ass.,2022-11-29 04:05:45+00:00,0,0,0
3103,@TuckerCarlson You should contact me about how my Fox News feed on YouTube is censored by my guess the CCP. Full ep… https://t.co/OdmlvcvNbZ,2022-11-29 04:05:43+00:00,1,0,0
3104,@MrJonCryer @elonmusk I think he was referring to Apple Cancelling airdrops of the Chinese people at the request of its handlers the CCP.,2022-11-29 04:05:35+00:00,1,0,0
3105,@businessbasiics They want freedom and Democracy!!! It’s what the Left has been telling us in the US was going to d… https://t.co/P2KObOOcCm,2022-11-29 04:05:33+00:00,0,0,0
3106,"So @Apple supports the CCP over the people of China. Tells me all I need to know about the Apple company.
#NoiPhone",2022-11-29 04:05:29+00:00,0,0,1
3107,"@leftyvegan @ryangrim Why, in God's name, would you believe official stats from the CCP?",2022-11-29 04:05:19+00:00,0,0,0
3108,Down with the #CCP down with the #communist regime. https://t.co/ugt1GgDYxc,2022-11-29 04:05:18+00:00,1,0,1
3109,The bigger issue in the @apple / @timcook and @elonmusk debate is that apple is actively censoring chinese citizens… https://t.co/TGgBGb5D9T,2022-11-29 04:05:17+00:00,0,0,1
3110,"@palkisu China is going down so fast, the Ci has lost complete control. China is boiling like never before and we m… https://t.co/q2V8ZXlsat",2022-11-29 04:05:15+00:00,0,0,0
3111,"@minicnair This will go on till you respect fake Gandhi. 
We need CCP type rule India and largest democracy is for… https://t.co/9djCT1hxE1",2022-11-29 04:05:14+00:00,0,0,0
3112,"@Jim_Jordan @MsAvaArmstrong 🦅James""Bond""Jordan following through⚖️end the political corruption in👽Washington words… https://t.co/lX1cDtDkkz",2022-11-29 04:05:03+00:00,0,0,0
3113,"@KankichiRyotsu2 @MumbaichaDon @iAsura_ What's issue in it, every nation have it's economic interests, US do busine… https://t.co/TILFX2nkjK",2022-11-29 04:04:50+00:00,0,0,0
3114,@CTVNews Saved lives? What a joke!! Chinese citizens are protesting these oppressive and non-scientific “mandates”… https://t.co/6N3wgKKe89,2022-11-29 04:04:39+00:00,0,0,0
3115,@BreitbartNews I feel for the Chinese people.  They finally r standing up and the CCP ATTACKS TWITTER ?!  Smells li… https://t.co/FIIdQZQ0bW,2022-11-29 04:04:32+00:00,0,0,0
3116,@jasonselvig Maybe they are commies backed by the CCP?,2022-11-29 04:04:26+00:00,0,0,0
3117,It would truly be a revelation no one could have expected if covid led to the end of the CCP.,2022-11-29 04:04:23+00:00,0,0,0
3118,@macastel3 That’s we must chant Down With CCP,2022-11-29 04:04:23+00:00,0,0,0
3119,@tellcroy @SethDillon @elonmusk Apple is the biggest supporter for CCP,2022-11-29 04:03:58+00:00,0,0,1
3120,@VivienneChow My prayers are for the Chinese people! I hope they rise up and end the brutal CCP regime forever.,2022-11-29 04:03:47+00:00,0,0,0
3121,@Amer1can_Barbie How hard is it to denounce the CCP Eric?,2022-11-29 04:03:46+00:00,0,0,0
3122,"@elonmusk Idk, your actions and Buisness surrounding China and the CCP makes some of these statements questionable.… https://t.co/GZopxhCR6f",2022-11-29 04:03:45+00:00,1,0,0
3123,@RepJeffries A little late you've been there for how long? and we are supposed to believe you and anything in which… https://t.co/xGDbvTuq1f,2022-11-29 04:03:41+00:00,0,0,0
3124,"@DonaldJTrumpJr Almost everything you own, wear, and use is made in China. You do business with China (hotels, reso… https://t.co/G30XgUUGXy",2022-11-29 04:03:36+00:00,0,0,0
3125,@ryangrim Imagine trusting and admiring the CCP (or the US’s) lockdown response 🤮 https://t.co/P5y3iCRrE3,2022-11-29 04:03:34+00:00,65,4,0
3126,"@MarshaBlackburn Too bad you did not stand up for the one person who could have, and would have done something about the CCP abuses.",2022-11-29 04:03:29+00:00,0,0,0
3127,"@jenniferzeng97 @Twitter @elonmusk @YouTube @telegram cc: @EnemyInAState 

ICYMI
THE reality which is the CCP regime 🇨🇳",2022-11-29 04:03:25+00:00,1,0,0
3128,CCP cracked down on that quick! https://t.co/4gTduDwjwa,2022-11-29 04:03:18+00:00,0,0,0
3129,"CCP deploying Tanks and APC'S to stop the protests. #ChinaRevolution
#ChinaProtests #ChinaLockdown https://t.co/sk4gXutChQ",2022-11-29 04:03:17+00:00,6,7,0
3130,@AmFirebrand @Turbomeme The New Federal State of China and the Whistleblowers’ Movement will completely dismantle t… https://t.co/uuGbcL5UAY,2022-11-29 04:03:16+00:00,0,0,0
3131,STOP using CCP-affiliated Tech! HikVision aided CCP to persecute Uyghurs thru mass surveillance &amp; forced labour! #BoycottCCP,2022-11-29 04:03:16+00:00,0,0,0
3132,"Chinese protesters, their dissent is very humble, they just want to go back to the usual dictatorship and have enou… https://t.co/NI4XnWsdPf",2022-11-29 04:03:00+00:00,1,0,0
3133,@robreiner When is Biden going to disavow the CCP?,2022-11-29 04:02:49+00:00,0,0,0
3134,@NahasNewman @JanJekielek CCP has killed at least 150 million people. #VictimsofCommunism,2022-11-29 04:02:48+00:00,0,0,0
3135,@nfsc110 Luc is the representative of CCP which is the devil in the world,2022-11-29 04:02:43+00:00,0,0,0
3136,@sentdefender @ignis_fatum How many #TiananmenSquare atrocities in how many Cities in #China are the lying bloody s… https://t.co/LEh80wDG7K,2022-11-29 04:02:42+00:00,0,0,0
3137,"Toronto, Canada, Happening Now: Protesters in Toronto outside of the Chinese consulate chanting ""Chinese people, re… https://t.co/tWOBHnnyXP",2022-11-29 04:02:33+00:00,17,8,0
3138,@HarryBaker_MD @ryangrim I would totally trust information about covid deaths from the ccp.  Why would they ever de… https://t.co/mYHWuZstA7,2022-11-29 04:02:22+00:00,0,0,0
3139,"The media's reversal on #lockdown when it comes to the #CCP, explained.
#ChinaUprising https://t.co/4RXNrlSdsp",2022-11-29 04:02:20+00:00,0,0,0
3140,@WholeMarsBlog @tim_cook you don't have the guts to do what is right for the people in China and that is to be no c… https://t.co/wQc9s3AzNI,2022-11-29 04:02:02+00:00,0,0,0
3141,WTF @Apple ?! @elonmusk - they go after you and Twitter but are in bed with the CCP and silencing dissent?! https://t.co/q83JtixPHz,2022-11-29 04:02:00+00:00,0,0,0
3142,@wjhurst A general rejection of XI and the CCP.    Either can afford it,2022-11-29 04:01:57+00:00,0,0,0
3143,"@SkunkPresant @HankVenture5 @DJSnM @elonmusk Ok, CCP doesn't have free speech...they don't look Free to me. UK real… https://t.co/S5JRCm5K9M",2022-11-29 04:01:46+00:00,33,0,0
3144,Social cohesion is the top priority of the CCP. https://t.co/A3EdC8nBdJ,2022-11-29 04:01:31+00:00,1,0,0
3145,@jenniferzeng97 CCP will crush these poor people,2022-11-29 04:01:30+00:00,0,0,0
3146,"11/27/2022 Say No to Evil: Speaking the truth in China puts lives at risk, but in the US, the police support and en… https://t.co/RBEKFiAEI4",2022-11-29 04:01:19+00:00,0,0,1
3147,The Iranian people rise up against their totalitarian regime and Biden doesn't say anything in support of the peopl… https://t.co/tYN8YDPs13,2022-11-29 04:01:18+00:00,0,0,0
3148,@GYoungTheOldOne @alx @elonmusk They certainly are showing support for the CCP by hobbling the Chinese protesters’ communications. @Apple,2022-11-29 04:01:17+00:00,0,0,0
3149,@thevivafrei @JustinTrudeau He'll condemn the CCP for not being tougher on the protesters,2022-11-29 04:01:15+00:00,0,0,0
3150,The CCP backs down...for now. https://t.co/UCxXAMXARP,2022-11-29 04:01:10+00:00,0,0,0
3151,Ted Cruz Unleashes on White House Over 'Pitiful' Statement on CCP Brutality https://t.co/6bB45fXhLO,2022-11-29 04:01:07+00:00,1,1,0
3152,"@RepAdamSchiff Wow welcome to the party, you're late. The CCP is the enemy, start acting like it",2022-11-29 04:01:05+00:00,0,0,0
3153,"@elonmusk Cook is Xi Jinping's tool. He never blamed the dictator and do all the things to make CCP happy. Now, mos… https://t.co/MDFLp5cUtn",2022-11-29 04:01:02+00:00,0,0,0
3154,"@Funnytimez2 @LiarinChina @serpentza Oh, now that I see that I'm talking to an expert, I can't resist asking anothe… https://t.co/62CoisLswg",2022-11-29 04:00:59+00:00,1,0,0
3155,@Alyssa_Milano Next @Alyssa_Milano will be wearing CCP Nike shoes and promoting new US drilling contracts for crude… https://t.co/vWDVKBzaAd,2022-11-29 04:00:59+00:00,1,0,0
3156,The main protests are about real concerns and demands. People in Xinjiang want policy changes including lockdowns a… https://t.co/QlcCbbslZq,2022-11-29 04:00:58+00:00,6,2,0
3157,"@EP_Lawrence CCP is the enemy of China. Sooner or later, they will be 'deleted' from China.",2022-11-29 04:00:55+00:00,0,0,0
3158,@SimpleSiteman @jordanbpeterson @RishiSunak @JustinTrudeau Really? How many uncontrolled by ccp reviews have you re… https://t.co/sZMoAjMNQn,2022-11-29 04:00:55+00:00,0,0,0
3159,"The #American citizens support your #ChinaProtests , the #CCP is lucky that we're across the pond.... otherwise we'… https://t.co/ZoEqqdGRd0",2022-11-29 04:00:55+00:00,1,0,0
3160,"@TwoSpines @pipagaopoetry You LITERALLY. ARE. A. TANKIE. You support Russia in its occupation of Luhansk/Donetsk, a… https://t.co/XTDCfnM2Ef",2022-11-29 04:00:49+00:00,0,0,0
3161,"Doing their bit for the #CCP #censorship machine, huh Comrade?

#Tencent #Alibaba #AI https://t.co/jOKnTgMYmV",2022-11-29 04:00:47+00:00,0,0,0
3162,@judytgolf @elonmusk CCP Welded doors shut on citizens then a fire happened and ten people burned to death includin… https://t.co/AWrDVqhiWQ,2022-11-29 04:00:47+00:00,0,0,0
3163,@ldaverio @apmassaro3 I think the CCP will be fine. The other 2 won't,2022-11-29 04:00:42+00:00,1,0,0
3164,@ericswalwell About as hard as it is for you to denounce the CCP and their concentration camps? Take a first step t… https://t.co/mvc5MHP4gO,2022-11-29 04:00:38+00:00,0,0,0
3165,@matthewstoller That is what is put out by the CCP. They’ve had plenty of downturns and most of their economy was s… https://t.co/du8mKEJvZp,2022-11-29 04:00:34+00:00,0,0,0
3166,Is Apple turning into the CCP’s Bitch ??? https://t.co/ClR1ws1JZa,2022-11-29 04:00:29+00:00,0,0,1
3167,@Izze1122 The ccp seems to have accidently contaminated their own underground water supply to the point its not eve… https://t.co/ylM1kpjHJw,2022-11-29 04:00:22+00:00,1,0,0
3168,"@basedIndian21 @hodgetwins As an ethnic Chinese, same.

I wish them the best in tearing the CCP down. Down with Beijingite hypernationalism!",2022-11-29 04:00:22+00:00,1,0,0
3169,@lumpialogic This 🤡is on the CCP payroll,2022-11-29 04:00:11+00:00,3,0,0
3170,"Liberals back protests when it fits their narrative. 

#ChinaUprising is about freedom, and #CovidVaccine masks man… https://t.co/cAbRiKoZda",2022-11-29 04:00:08+00:00,0,0,0
3171,"Last month, I thought I was alone in expressing solidarity in NCCU with those protesting in China for a humane soci… https://t.co/8bKI3Pgjzy",2022-11-29 04:00:06+00:00,21,4,0
3172,@dogalectics @NaomiAKlein The protesters are literally chanting for the CCP to stand down,2022-11-29 04:00:06+00:00,1,0,0
3173,"Ted Cruz Unleashes on WH Over CCP Statement 
 https://t.co/g9ZRtsADXe",2022-11-29 04:00:05+00:00,34,12,0
3174,He was the best Director of National Intel on China &amp; the CCP! https://t.co/fK37SWxHnY,2022-11-29 04:00:03+00:00,0,0,0
3175,First popular challenge to Xi Jinping &amp; CCP as protests erupt across cities in China against the ‘zero-Covid’ polic… https://t.co/7o2gD8JWA7,2022-11-29 04:00:01+00:00,1,1,0
3176,"✨Cosplay News✨ 
""Enako"" shows cosplay of #Persica in #NeuralCloud!

@enako_cos
@PP_enter

#cosplayer #kawaii
https://t.co/zUNVZjzSwu",2022-11-29 04:00:00+00:00,0,0,0
3177,@progressivebrat Must mean it's time to build American phone companies that don't align with the CCP.,2022-11-29 03:59:59+00:00,0,0,0
3178,@shravaka He should have resigned after the outrageous lockdown policies in 2021 and his collusion with the CCP wit… https://t.co/cU5NDyP5cY,2022-11-29 03:59:58+00:00,2,0,0
3179,"The Japanese team, the American team, the British team, any team, please stand up to support the Chinese people's r… https://t.co/dVnsbAlHtt",2022-11-29 03:59:56+00:00,1,1,0
3180,"@RayanBounab1 No, the CCP literally owns the Tesla factory.  It says right in the SEC filings that they can kick Te… https://t.co/8jbNjs85vo",2022-11-29 03:59:49+00:00,0,0,0
3181,@rileyb_gone_pt2 It definitely ain't the Capitalism with Chinese characteristics bullshit the CCP is pulling.,2022-11-29 03:59:43+00:00,0,0,0
3182,@abhinavp99 @FistedFoucault Some oppisiton are but others definitely are not. The real problem with dissident rw is… https://t.co/pLXTjccpVH,2022-11-29 03:59:41+00:00,0,0,0
3183,⁦@Apple⁩ helps the CCP crush citizens and enforce tyranny.  But free speech on Twitter is a threat to democracy. “W… https://t.co/g1sUbQj0GJ,2022-11-29 03:59:35+00:00,0,0,1
3184,"@LynAldenContact @elonmusk @SwipeWright He doesn't, doesn't want to bother the CCP, where he makes loads of money and buys lots of parts.",2022-11-29 03:59:22+00:00,2,0,0
3185,The Cross-Cultural Exchange Program (CCP Fellowship) 2023 is a Fully Funded Exchange program for two to three month… https://t.co/Xb8zj6wu9i,2022-11-29 03:59:21+00:00,0,0,0
3186,@HankBlodget @jdan you do realise Musk is one of the biggest advocates for CCP?,2022-11-29 03:59:20+00:00,0,0,0
3187,"The Japanese team, the American team, the British team, any team, please stand up to support the Chinese people's r… https://t.co/lxEyMs58b0",2022-11-29 03:59:19+00:00,6,4,0
3188,"In English, a newspaper articles meaning is not open to interpretation. With Mandarin, most uneducated people, acco… https://t.co/qShqNpziNI",2022-11-29 03:59:19+00:00,0,0,0
3189,"Will @elonmusk stand against the CCP, I wonder? https://t.co/AlIf5oayX5",2022-11-29 03:59:18+00:00,1,0,0
3190,"@__Inty__ Sad thing is the people being arrest will be ""re-education"" by the CCP",2022-11-29 03:59:10+00:00,0,0,0
3191,"@NileGardiner @benedictrogers Their desire to obtain freedom is an actual voice from their hearts.

However, I beli… https://t.co/6pGot6iMQX",2022-11-29 03:59:06+00:00,0,0,0
3192,@truewordaddict @eclipsethis2003 Joe Biden is as quiet as a church mouse. The CCP has total control of him.,2022-11-29 03:59:04+00:00,1,0,0
3193,The WEF and CCP- the making of the great reset https://t.co/PHbEwU5ieE,2022-11-29 03:58:55+00:00,0,0,0
3194,"@jon9522 @HuXijin_GT Man, CCP is a cruel autocratic machine, the human cannot discuss the reason with them.",2022-11-29 03:58:28+00:00,0,0,0
3195,@RepAdamSchiff And you and your spineless partner in crime creepy Joe will do nothing! Why? Because the CCP has all… https://t.co/TiToiSUtHP,2022-11-29 03:58:14+00:00,0,0,0
3196,@RekTradinCrypto @pugxi @WholeMarsBlog But similar to Elon providing Starlink to Ukraine; when a company can help a… https://t.co/RFzXbS9TEO,2022-11-29 03:58:11+00:00,0,0,0
3197,@Cernovich But we still have control of the other 99.97% that’s what we’re fighting for be the CCP DEMS,2022-11-29 03:58:04+00:00,0,0,0
3198,@elonmusk I’ll tell you why. They are controlled by CCP and ilk.,2022-11-29 03:58:02+00:00,0,0,0
3199,"@webdevMason Two possibilities:
A) it’s just another bone headed CCP policy that will cause untold suffering 
B) th… https://t.co/UHe2nIYEs1",2022-11-29 03:58:00+00:00,0,0,0
3200,"@Lakerfanalways @tomselliott @elonmusk If she is in China, she will be sucking CCP di*ks.",2022-11-29 03:58:00+00:00,0,0,0
3201,"@Apple When the Apple Board fires @tim_cook and the stock breaks $100, if I have any money left after I buy 10 new… https://t.co/OfqDP348zK",2022-11-29 03:57:55+00:00,0,0,1
3202,@ericswalwell How hard is it to denounce sleeping with a Chinese communist (CCP) that played you like a fiddle. I w… https://t.co/gkiEZ9ypd0,2022-11-29 03:57:55+00:00,0,0,0
3203,"@Yvonnezhung @5spq307x1x @WallStreetSilv CCP, they do have DJI. was a good company though I supported them with tens of thousands. lol",2022-11-29 03:57:39+00:00,0,0,0
3204,@ZachBla77915097 @starlilyth @HowThingsWork_ Not to mention downplaying what the CCP does to people who live under… https://t.co/eeAuQFqDuY,2022-11-29 03:57:38+00:00,0,0,0
3205,"@elonmusk But Apple has begun to work with the CCP to supress people's voice in China, by suspending air drops.",2022-11-29 03:57:34+00:00,0,0,1
3206,"@AmericaUnwoke Add apple to the list, why support CCP.",2022-11-29 03:57:34+00:00,1,0,1
3207,@macastel3 @RobertIger Then you need to consider the consequences of make ccp looks bad by closing the resort. All… https://t.co/BwBl2HbhYR,2022-11-29 03:57:29+00:00,2,0,0
3208,@CollinRugg @TheInsiderPaper Ya he has alot if money invested in the ccp he can’t ignore his investments.,2022-11-29 03:57:29+00:00,0,0,0
3209,"@Neoavatara @DavidAFrench @michaelbd It’s a tough spot, because if you say “we support the protesters,” the CCP can… https://t.co/4g238lKOA4",2022-11-29 03:57:26+00:00,1,0,0
3210,"@CTVNews You are DISGUSTING propagandists, CTV. Or should I say CCP?! Wow! 👎🏼 Shame on you people.",2022-11-29 03:57:25+00:00,1,1,0
3211,"@DannyMcGlashing “CCP” itself is a fascist term that ethnicizes the largest political party base in the world, a pe… https://t.co/okefvkvQqx",2022-11-29 03:57:13+00:00,0,0,1
3212,@tim_cook And a big shout out to the CCP! Thanks for your space labor. We bow to your everything.,2022-11-29 03:57:00+00:00,0,0,1
3213,"@thedorkknightt @schlongconnery2 @maddoxrules @elonmusk Not owned by ByteDance, who are not permitted by CCP to have TikTok in China.",2022-11-29 03:56:33+00:00,0,0,0
3214,"@JohnDoe55573 We might see the emergence of a new democracy, who knows? If CCP falls, free China might set an examp… https://t.co/5M9iOyKOvg",2022-11-29 03:56:32+00:00,1,0,0
3215,@GuntherEagleman Yes! I’m holding a brand new iPhone 13.  It’s my last damn iPhone! @AppleSupport Do you hear me! A… https://t.co/P2lw2mlyHG,2022-11-29 03:56:31+00:00,0,0,1
3216,@s_weine1 I can guarantee you none of the conditions will be done. CCP prefers death before they accept them.,2022-11-29 03:56:30+00:00,1,0,0
3217,"Dear god!! CTV  siding with CCP!! 😡 Alarming. Disturbing!! But not shocking, considering they are Canada’s (Trudeau… https://t.co/CnjMnkkzul",2022-11-29 03:56:28+00:00,9,7,0
3218,#ChinaProtests is another prelude to #WWIII.  When we see the #CCP execute hundreds of thousands of their own citiz… https://t.co/YBMjClIRq8,2022-11-29 03:56:26+00:00,0,0,0
3219,The current protests against Covid lockdowns in China are much larger and in more Chinese cities than the protests… https://t.co/Jg5DEwnzkm,2022-11-29 03:56:25+00:00,4,3,0
3220,@DJ90181749 @akafacehots @mmpadellan Twitters not your little communist safe haven anymore. Go to China and join your friends in the CCP.,2022-11-29 03:56:21+00:00,0,0,0
3221,"Anti-CCP Protests &amp; Musk Wrecks Alyssa Milano | FRONTLINES

The Chinese Communist Party is forcing their ZERO COVID… https://t.co/sdFflDl4Yo",2022-11-29 03:56:20+00:00,0,0,0
3222,@muskQu0tes @elonmusk Because the media is controlled by CCP Schwab gates Blackrock Vanguard and the rest of the 1%… https://t.co/F3sx7pyDJc,2022-11-29 03:56:20+00:00,0,0,1
3223,"@JerylBier @DavidAFrench @michaelbd Agreed. This looks dismissive ""we don't care what the CCP does to these protest… https://t.co/XCii2biBrv",2022-11-29 03:56:18+00:00,7,0,0
3224,@ckia3 @kylegriffin1 When trader Democrats condemn CCP. I’ll wait.,2022-11-29 03:56:14+00:00,0,0,1
3225,@GOPLeader The CCP would eat you chicken 💩💩 alive. You couldn't put together a coherent policy if your life depende… https://t.co/jqspsrgMpY,2022-11-29 03:55:52+00:00,0,0,0
3226,@brai_dinu @Pentosh1 The ruling dynasty collapsed from the cultural revolution. And every new dynasty before that w… https://t.co/mzduVmxHoe,2022-11-29 03:55:27+00:00,0,0,0
3227,@RobbieBarwick @DrewPavlou I've NEVER had trouble dealing with a Chinese businessman except with quality issues tha… https://t.co/16aGZva9fa,2022-11-29 03:55:27+00:00,0,0,0
3228,"‘Xi jinping step down！CCP step down’ 

Sprayed on Chinese embassy in New Zealand ！
#ChinaUprisingThread… https://t.co/3E8FmPnGwS",2022-11-29 03:55:22+00:00,1,0,0
3229,"@johnpilger ""Locking people in their homes and letting them burn them alive has problems""

You CCP simps are something else",2022-11-29 03:55:20+00:00,0,0,0
3230,@serpentza They will get more “dogs” food from CCP after you posted them.,2022-11-29 03:55:20+00:00,0,0,0
3231,"@CWilson_FCDO @ukinchina The CCP don't want their people to see the real world that what has happened.
The police i… https://t.co/wbLe4f73F0",2022-11-29 03:55:19+00:00,1,0,0
3232,Will China’s Protests Survive? https://t.co/2JUM8TV42t,2022-11-29 03:55:16+00:00,5,0,0
3233,@BarnettforAZ @ericswalwell You know Eric CCP spies don’t go after smart politicians.,2022-11-29 03:55:11+00:00,17,0,0
3234,"@mingleili2 @FreedmFightr1 @ElectionWiz Sorry, I meant who the CCP would call “trouble-makers.”

I think they are brave!",2022-11-29 03:55:06+00:00,1,0,0
3235,"@Goofyf00t @LBRYcom @elonmusk Know your product. 
When apple is more re opposed to free speech than groomers on Sna… https://t.co/x5oH3DYkUv",2022-11-29 03:55:04+00:00,3,0,0
3236,@JeffNeelzebubII @suomicitizen @Lawson73504272 @ComicDaveSmith The US has caused more death and suffering over the… https://t.co/dIyqMNbhT9,2022-11-29 03:54:57+00:00,0,0,0
3237,"@rinsana @CNBCJou @TedKempCNBC Let us know  about your “theory” when Apple, Nike, Microsoft, IBM, the NBA, etc. gro… https://t.co/zEYCkWvWH3",2022-11-29 03:54:50+00:00,0,0,0
3238,"If you tweet about China and use CCP, im just going to assume your a fed or functionally illiterate.",2022-11-29 03:54:50+00:00,2,0,0
3239,@SunnyLe97481439 @FoxNews @TuckerCarlson Ok paid ccp activist. In America we have the 2nd amendment. For communists like you.,2022-11-29 03:54:47+00:00,1,0,0
3240,@KATUNews Hahahaahaha... The flu's CCP vacation/re-education must be over for now.,2022-11-29 03:54:37+00:00,0,0,0
3241,"@Reuters Rather than having different models for different locales, it is easier to default to a single model. Fort… https://t.co/ijmmIFbpPa",2022-11-29 03:54:27+00:00,0,0,0
3242,"Well, WE ARE the CCP’S Acquisition in training. Sooo there’s that. https://t.co/EAtDGdp9mc",2022-11-29 03:54:25+00:00,0,0,0
3243,"@MindfulOfLight And honestly, this makes a lot of sense. If there is something sensitive on the Moon, we don't want… https://t.co/gxzjg0NSEm",2022-11-29 03:54:23+00:00,0,0,0
3244,"@SteveKerr is a sorry excuse of a man &amp; a America hating, CCP loving, pathetic human…pass it on. #SteveKerrIsACommunist",2022-11-29 03:54:20+00:00,0,0,0
3245,"@whitebison66 Nah, the #CCP's #HKSAR #NSL office wants #ImmD to send them some more foreign #intelligence targeting packages ...",2022-11-29 03:54:12+00:00,0,0,0
3246,"The CCP persecutes anti-communists by weaponizing the U.S. justice system

@misslosangeles_    
@CCRcorp… https://t.co/V0dDmqf9qe",2022-11-29 03:54:07+00:00,1,3,0
3247,@JamesRThompson2 @itsJeffTiedrich @elonmusk hate speech is still free speech. Twitter allows you to block anything… https://t.co/bJi1X7ZxKP,2022-11-29 03:54:06+00:00,1,0,0
3248,Ccp person violated a Hong Kong 90s old lady who supported the protestors in mainland https://t.co/adPjpdrpQt,2022-11-29 03:54:06+00:00,0,0,0
3249,Today in #China they are learning what the #UN #WHO #CCP #WEF want to do to the rest of the world ... permanent… https://t.co/a22SG6K4wP,2022-11-29 03:54:02+00:00,0,0,0
3250,@saltybeach4 @elonmusk @SwipeWright They have no problem with Iranian dictators openly saying on here that they wan… https://t.co/SkiFWBuzSP,2022-11-29 03:54:02+00:00,1,0,0
3251,"@NoLore Go ahead and enlighten us, Nora. What's the other 80%? You gonna defend the CCP? Go on.",2022-11-29 03:53:57+00:00,0,0,0
3252,Hopefully this is CCP’s death by 1000 paper cuts! https://t.co/ObI274wgYZ,2022-11-29 03:53:56+00:00,0,0,0
3253,"@thefactualprep I saw Muse was trending, clicked on it, straight up anime porn.  CCP into some weird shit.",2022-11-29 03:53:53+00:00,1,0,0
3254,HOPE THE CCP will be shoot down...,2022-11-29 03:53:44+00:00,0,0,1
3255,"@guardian ""Zero COVID"" policy could be the downfall of the CCP's iron grip on power",2022-11-29 03:53:33+00:00,0,0,0
3256,".
The uprising in China is being called the A4 Revolution as protesters hold up blank sheets of paper symbolising t… https://t.co/x9a6HWFsTA",2022-11-29 03:53:27+00:00,6,1,0
3257,@JDCocchiarella We have no doubt that Elon can create a new phone that breaks the monopoly and dictatorship of IPho… https://t.co/ToueluGnGO,2022-11-29 03:53:26+00:00,0,0,0
3258,"China CCP police check mobile content on the street in Shanghai 😱😱😱 No freedom like in jail💯

 https://t.co/hhTy6UvBf9",2022-11-29 03:53:17+00:00,2,1,0
3259,"@selinawangtv @elonmusk, will you send Starlink dishes to Chinese protesters to help their fight for freedom agains… https://t.co/N29XzhXShK",2022-11-29 03:53:11+00:00,0,0,0
3260,The cute little girl is the youngest victim during Urumqi fire.She only lived in the world for three years.  She ha… https://t.co/VkZbsE7fXA,2022-11-29 03:52:59+00:00,1,1,0
3261,@Jim_Jordan I was kind of thinking the same thing.  Almost sounds like a CCP move,2022-11-29 03:52:54+00:00,0,0,0
3262,"@PekingMike I bet millions of people if not billions are thinking the same, they might not be brave enough to yell… https://t.co/6aA2PrQZ01",2022-11-29 03:52:43+00:00,1,0,0
3263,@KingJames @Disney @NBA I’m waiting to hear your outrage regarding the CCP and their egregious human rights violati… https://t.co/tUu95Tpw4T,2022-11-29 03:52:43+00:00,0,0,0
3264,"@WholeMarsBlog Exactly, the way elon worded it is that if literally he have no other choice of survival. Otherwise,… https://t.co/ylLcqLGlkY",2022-11-29 03:52:40+00:00,0,0,0
3265,@johnrackham82 Would the CCP have welded the doors in an apartment building shut knowing that they could have met L… https://t.co/hpkqfnV5Sx,2022-11-29 03:52:40+00:00,0,0,0
3266,"@HuXijin_GT So, Comrade Moe/@globaltimesnews, is this #XiJinping's ""Mission Accomplished 2.0""??? 

Asking for 1.4b… https://t.co/aKoIJ1yzX8",2022-11-29 03:52:37+00:00,0,1,0
3267,"Post 3896 &amp; 4620 (among many others) are ccp barn burners 🔥

No wonder such people went Cue crazy, huh. https://t.co/h8xHDk6Z8M",2022-11-29 03:52:30+00:00,0,0,0
3268,@Scottcrates @elonmusk Is it because protestors in China were using twitter to communicate after they turned off ai… https://t.co/UM1A4JhjBB,2022-11-29 03:52:28+00:00,0,0,0
3269,"@TimRunsHisMouth ... TikTok that monitors everything about kids for the CCP... got it.

FIFY",2022-11-29 03:52:24+00:00,0,0,0
3270,"@RKadyrov: Why not call for jihad against #China, which is committing genocide against the Uighur Muslims in Xinjia… https://t.co/TjwLRG8Bgg",2022-11-29 03:52:20+00:00,0,0,0
3271,"@ljd216 The CCP is a narcissistic, bullying hypocrite.",2022-11-29 03:52:20+00:00,0,0,0
3272,"What is the ccp's '2049 goal', &amp; do they wish it happens? https://t.co/itJhb9vspY https://t.co/2izi51p40L",2022-11-29 03:52:19+00:00,0,0,0
3273,"@elonmusk @SwipeWright uhm, could you speak up against China's CCP please?",2022-11-29 03:52:19+00:00,0,0,0
